metric_name,metric_type,interval,unit_name,per_unit_name,description,orientation,integration,short_name,curated_metric,sample_tags
runtime.go.metrics.cgo_go_to_c_calls.calls,gauge,,,,Count of calls made from Go to C by the current process.,0,go-runtime-metrics-v2,cgo go to c calls,,
runtime.go.metrics.cpu_classes_gc_mark_assist.cpu_seconds,gauge,,,,"Estimated total CPU time goroutines spent performing GC tasks to assist the GC and prevent it from falling behind the application. This metric is an overestimate, and not directly comparable to system CPU time measurements. Compare only with other /cpu/classes metrics.",-1,go-runtime-metrics-v2,cpu gc mark assist,,
runtime.go.metrics.cpu_classes_gc_mark_dedicated.cpu_seconds,gauge,,,,"Estimated total CPU time spent performing GC tasks on processors (as defined by GOMAXPROCS) dedicated to those tasks. This metric is an overestimate, and not directly comparable to system CPU time measurements. Compare only with other /cpu/classes metrics.",-1,go-runtime-metrics-v2,cpu gc mark dedicated,,
runtime.go.metrics.cpu_classes_gc_mark_idle.cpu_seconds,gauge,,,,"Estimated total CPU time spent performing GC tasks on spare CPU resources that the Go scheduler could not otherwise find a use for. This should be subtracted from the total GC CPU time to obtain a measure of compulsory GC CPU time. This metric is an overestimate, and not directly comparable to system CPU time measurements. Compare only with other /cpu/classes metrics.",-1,go-runtime-metrics-v2,cpu gc mark idle,,
runtime.go.metrics.cpu_classes_gc_pause.cpu_seconds,gauge,,,,"Estimated total CPU time spent with the application paused by the GC. For more information, see: https://pkg.go.dev/runtime/metrics.",-1,go-runtime-metrics-v2,cpu gc pause,,
runtime.go.metrics.cpu_classes_gc_total.cpu_seconds,gauge,,,,"Estimated total CPU time spent performing GC tasks. This metric is an overestimate, and not directly comparable to system CPU time measurements. Compare only with other /cpu/classes metrics. Sum of all metrics in /cpu/classes/gc.",-1,go-runtime-metrics-v2,cpu gc total,,
runtime.go.metrics.cpu_classes_idle.cpu_seconds,gauge,,,,"Estimated total available CPU time not spent executing any Go or Go runtime code. In other words, the part of runtime.go.metrics.cpu_classes_total.cpu_seconds that was unused. This metric is an overestimate, and not directly comparable to system CPU time measurements. Compare only with other /cpu/classes metrics.",0,go-runtime-metrics-v2,cpu idle,,
runtime.go.metrics.cpu_classes_scavenge_assist.cpu_seconds,gauge,,,,"Estimated total CPU time spent returning unused memory to the underlying platform in response eagerly in response to memory pressure. This metric is an overestimate, and not directly comparable to system CPU time measurements. Compare only with other /cpu/classes metrics.",0,go-runtime-metrics-v2,cpu scavenge assist,,
runtime.go.metrics.cpu_classes_scavenge_background.cpu_seconds,gauge,,,,"Estimated total CPU time spent performing background tasks to return unused memory to the underlying platform. This metric is an overestimate, and not directly comparable to system CPU time measurements. Compare only with other /cpu/classes metrics.",0,go-runtime-metrics-v2,cpu scavenge background,,
runtime.go.metrics.cpu_classes_scavenge_total.cpu_seconds,gauge,,,,"Estimated total CPU time spent performing tasks that return unused memory to the underlying platform. This metric is an overestimate, and not directly comparable to system CPU time measurements. Compare only with other /cpu/classes metrics. Sum of all metrics in /cpu/classes/scavenge.",0,go-runtime-metrics-v2,cpu scavenge total,,
runtime.go.metrics.cpu_classes_total.cpu_seconds,gauge,,,,"Estimated total available CPU time for user Go code or the Go runtime, as defined by GOMAXPROCS. In other words, GOMAXPROCS integrated over the wall-clock duration this process has been executing for. This metric is an overestimate, and not directly comparable to system CPU time measurements. Compare only with other /cpu/classes metrics. Sum of all metrics in /cpu/classes.",0,go-runtime-metrics-v2,cpu total,,
runtime.go.metrics.cpu_classes_user.cpu_seconds,gauge,,,,"Estimated total CPU time spent running user Go code. This may also include some small amount of time spent in the Go runtime. This metric is an overestimate, and not directly comparable to system CPU time measurements. Compare only with other /cpu/classes metrics.",0,go-runtime-metrics-v2,cpu user,,
runtime.go.metrics.enabled,gauge,,,,Indicator that runtime metrics collection is enabled (always 1),0,go-runtime-metrics-v2,enabled,,
runtime.go.metrics.gc_cycles_automatic.gc_cycles,gauge,,,,Count of completed GC cycles generated by the Go runtime.,0,go-runtime-metrics-v2,gc cycles auto,,
runtime.go.metrics.gc_cycles_forced.gc_cycles,gauge,,,,Count of completed GC cycles forced by the application.,0,go-runtime-metrics-v2,gc cycles forced,,
runtime.go.metrics.gc_cycles_total.gc_cycles,gauge,,,,Count of all completed GC cycles.,0,go-runtime-metrics-v2,gc cycles total,,
runtime.go.metrics.gc_gogc.percent,gauge,,percent,,"Heap size target percentage configured by the user, otherwise 100. This value is set by the GOGC environment variable, and the runtime/debug.SetGCPercent function.",0,go-runtime-metrics-v2,gc gogc,,
runtime.go.metrics.gc_gomemlimit.bytes,gauge,,byte,,"Go runtime memory limit configured by the user, otherwise math.MaxInt64. This value is set by the GOMEMLIMIT environment variable, and the runtime/debug.SetMemoryLimit function.",0,go-runtime-metrics-v2,gc gomemlimit,,
runtime.go.metrics.gc_heap_allocs.bytes,gauge,,byte,,Cumulative sum of memory allocated to the heap by the application.,0,go-runtime-metrics-v2,gc heap allocs,,
runtime.go.metrics.gc_heap_allocs.objects,gauge,,object,,"Cumulative count of heap allocations triggered by the application. Note that this does not include tiny objects as defined by runtime.go.metrics.gc_heap_tiny_allocs.objects, only tiny blocks.",0,go-runtime-metrics-v2,gc heap allocs,,
runtime.go.metrics.gc_heap_allocs_by_size.bytes,distribution,,byte,,"Distribution of heap allocations by approximate size. Bucket counts increase monotonically. Note that this does not include tiny objects as defined by runtime.go.metrics.gc_heap_tiny_allocs.objects, only tiny blocks.",0,go-runtime-metrics-v2,gc heap allocs by size,,
runtime.go.metrics.gc_heap_allocs_by_size.bytes.avg,gauge,,byte,,"(Average) Distribution of heap allocations by approximate size. Bucket counts increase monotonically. Note that this does not include tiny objects as defined by runtime.go.metrics.gc_heap_tiny_allocs.objects, only tiny blocks.",0,go-runtime-metrics-v2,avg gc heap allocs by size,,
